‘„«—Â	œ«‰‘òœÂ	—‘ Â	Ã‰”Ì 	”«· Ê—Êœ	„⁄œ·	”Ê«· 1	”Ê«· 2	”Ê«· 3	”Ê«· 4	”Ê«· 5	”Ê«· 6	”Ê«· 7	”Ê«· 8	”Ê«· 9	”Ê«· 10	”Ê«· 11	”Ê«· 12	”Ê«· 13	”Ê«· 14	”Ê«· 15	”Ê«· 16	”Ê«· 17	”Ê«· 18	”Ê«· 19	”Ê«· 20	”Ê«· 21	”Ê«· 22	‰„—Â œ«‰‘ê«Â
338	—Ì«÷Ì	¬„«—	“‰	91	12.45	5	4	3	3	2	2	1	2	4	4	5	4	4	1	4	5	5	5	5	5	4	1	8
339	—Ì«÷Ì	¬„«—	“‰	92	13	2	2	4	2	1	4	3	1	5	4	4	3	1	1	1	4	5	4	3	5	2	1	5
340	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	91	14.2	2	1	2	1	1	2	1	1	3	1	4	2	2	2	1	1	5	3	3	2	2	1	6
341	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	92	14.2	3	4	4	4	4	2	1	3	2	1	4	4	4	3	1	2	2	3	4	4	3	1	7
342	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	92	13.12	4	5	3	1	4	1	1	1	5	3	5	1	1	1	1	5	3	3	5	5	3	1	8
343	—Ì«÷Ì	—Ì«÷Ì	„—œ	92	14	3	1	5	3	4	4	1	1	5	1	5	1	3	4	5	3	3	4	3	1	1	1	5
344	—Ì«÷Ì	¬„«—	“‰	94	15	1	2	3	3	3	3	4	2	2	1	5	1	3	1	1	1	3	3	3	2	3	1	1
345	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	94	18.2	2	2	4	2	3	3	1	4	5	1	5	4	4	5	1	4	2	1	3	3	1	4	3
346	—Ì«÷Ì	¬„«—	“‰	94	15	1	1	4	3	2	1	3	1	2	2	3	1	3	1	1	2	4	2	3	2	2	1	5
347	—Ì«÷Ì	—Ì«÷Ì	„—œ	94	15	3	2	4	4	4	5	1	1	2	1	3	1	1	1	1	5	2	1	1	1	3	1	3
348	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95	16.5	1	4	3	3	2	2	1	2	4	2	4	3	3	2	2	4	3	2	3	3	2	4	6
349	—Ì«÷Ì	ò«„ÅÌÊ —	“‰	93	14.5	2	1	2	1	2	4	1	2	2	4	4	1	3	1	4	2	3	1	4	2	2	1	4
350	—Ì«÷Ì	ò«„ÅÌÊ —	“‰	93	14	1	2	4	2	4	1	3	1	3	3	4	1	1	1	1	1	2	1	2	3	3	1	2
351	—Ì«÷Ì	—Ì«÷Ì	„—œ	92	12.24	1	2	1	1	1	1	1	1	5	3	1	1	1	3	1	1	1	2	1	3	1	1	4
352	—Ì«÷Ì	¬„«—	“‰	94	12	2	1	2	1	1	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2
353	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	92	17.06	4	1	4	4	3	4	1	1	1	1	3	2	4	2	4	2	3	3	4	4	4	4	5
354	—Ì«÷Ì	¬„«—	„—œ	95	15	1	1	1	1	1	2	1	1	3	1	4	3	1	1	3	1	1	3	4	3	3	2	3
355	—Ì«÷Ì	¬„«—	„—œ	91	12.53	1	2	2	1	2	5	2	2	3	3	3	1	1	2	3	3	2	2	2	3	4	2	4
356	—Ì«÷Ì	—Ì«÷Ì	“‰	94		2	3	4	4	3	2	4	3	1	1	4	1	3	1	2	1	2	1	3	4	3	1	6
357	—Ì«÷Ì	¬„«—	“‰	92	16.5	4	5	4	3	4	1	2	3	2	5	5	3	4	1	1	4	5	4	4	2	4	1	7
358	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95		1	2	4	2	2	1	1	1	2	2	2	3	3	1	3	2	2	2	2	2	1	2	6
359	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95		2	3	4	4	1	1	1	3	2	2	4	5	4	1	1	2	2	2	3	3	2	3	7
360	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95	16.1	2	3	4	3	2	2	1	1	4	1	3	4	3	2	1	4	2	3	1	3	2	2	7
361	—Ì«÷Ì	—Ì«÷Ì	„—œ	95	16.67	2	3	4	3	2	4	1	2	3	3	4	2	2	3	3	3	2	4	2	2	1	3	6
362	—Ì«÷Ì	¬„«—	“‰	93	15.87	2	1	2	1	2	2	2	2	3	1	1	1	2	1	1	1	2	1	1	3	1	1	4
363	—Ì«÷Ì	¬„«—	“‰	93	15.7	3	1	4	2	4	4	4	1	1	1	5	2	4	2	3	2	4	1	2	3	3	2	7
364	—Ì«÷Ì	¬„«—	“‰	93		1	2	4	2	2	4	3	3	4	4	5	1	2	2	3	1	4	2	2	4	3	1	6
365	—Ì«÷Ì	ò«„ÅÌÊ —	“‰	92	14	2	2	3	3	2	2	2	4	4	4	4	2	2	1	2	2	2	1	1	3	2	1	5
366	—Ì«÷Ì	—Ì«÷Ì	“‰	92	12.3	2	1	2	2	3	4	2	4	4	4	5	4	2	1	1	2	4	1	1	2	3	1	6
367	—Ì«÷Ì	—Ì«÷Ì	“‰	92	12.96	1	1	4	3	2	3	3	2	5	5	2	3	4	1	2	1	4	3	5	3	1	1	6
368	—Ì«÷Ì	—Ì«÷Ì	“‰	92	13	2	3	4	2	1	5	5	4	4	5	5	4	3	2	1	2	3	1	3	5	4	3	6
369	—Ì«÷Ì	—Ì«÷Ì	„—œ	91	13.5	2	2	3	3	2	4	1	2	3	3	2	3	3	2	3	1	1	2	3	3	2	3	4
370	—Ì«÷Ì	¬„«—	“‰	92	15	1	1	2	2	1	2	3	2	3	4	4	1	3	1	1	3	3	2	4	4	2	1	2
371	—Ì«÷Ì	—Ì«÷Ì	“‰	95		4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6.5
372	—Ì«÷Ì	—Ì«÷Ì	“‰	95		1	2	4	5	4	3	2	2	5	5	4	2	2	2	4	4	5	4	3	4	2	2	5
373	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	93		4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	6
374	—Ì«÷Ì	—Ì«÷Ì	„—œ	95		1	3	5	4	3	5	1	3	4	3	4	3	3	4	3	5	4	3	3	3	2	1	7
375	—Ì«÷Ì	¬„«—	“‰	92	14.15	3	2	3	1	2	4	5	3	3	3	2	1	2	2	1	1	1	2	2	3	3	1	6
376	—Ì«÷Ì	¬„«—	“‰	92		2	2	2	1	2	1	2	4	3	4	4	2	1	1	2	1	3	3	3	4	1	1	3
377	—Ì«÷Ì	—Ì«÷Ì	“‰	95	15	4	2	4	3	4	1	1	2	4	1	3	1	2	1	1	5	5	3	3	5	1	1	6
378	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	93	13.5	4	3	3	2	2	3	1	1	3	1	3	1	1	3	4	1	3	3	2	1	1	1	4
379	—Ì«÷Ì	ò«„ÅÌÊ —	“‰	94	17	1	1	4	4	4	1	1	1	3	3	5	1	3	1	2	1	2	2	4	4	1	1	7
380	—Ì«÷Ì	¬„«—	„—œ	92		2	3	4	2	2	4	1	2	4	4	4	2	4	3	3	1	1	4	3	1	4	4	3
381	—Ì«÷Ì	ò«„ÅÌÊ —	“‰	94	17	4	2	4	4	2	1	1	3	2	3	4	3	3	2	1	1	2	1	2	2	2	1	3
382	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	94	15.74	3	2	4	1	1	1	1	1	4	4	5	1	3	1	1	3	4	4	5	1	1	1	5
383	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	94	16	2	1	2	1	1	1	1	1	4	4	5	1	3	1	1	3	4	4	2	2	3	1	4
384	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95	17	1	3	3	3	2	1	2	1	4	3	3	1	2	2	4	3	3	4	5	3	1	1	6
385	—Ì«÷Ì	—Ì«÷Ì	“‰	95	13	3	2	3	3	3	2	1	1	3	4	4	1	1	2	4	3	3	3	4	4	3	1	6
386	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	91	15.6	3	1	3	1	4	5	1	1	3	4	4	1	1	1	3	1	4	4	2	1	2	1	6
387	—Ì«÷Ì	¬„«—	“‰	94	16.48	2	2	3	2	3	3	4	2	3	1	4	2	2	1	3	2	4	2	3	4	2	3	6
388	—Ì«÷Ì	¬„«—	“‰	94	13.4	4	2	3	3	2	3	1	1	3	2	3	3	1	2	2	1	1	1	1	2	3	1	7
389	—Ì«÷Ì	—Ì«÷Ì	„—œ	93	14	5	5	2	3	3	3	4	4	3	5	2	3	4	3	3	3	3	5	5	4	4	3	4
390	—Ì«÷Ì	¬„«—	„—œ	92		2	1	2	2	2	5	1	1	3	3	3	1	2	2	1	2	4	2	4	2	3	1	3
391	—Ì«÷Ì	¬„«—	„—œ	93	13.5	2	2	4	3	2	5	3	1	4	1	3	2	2	1	3	4	2	3	4	4	3	2	7
392	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	93	14.5	5	5	4	3	2	4	1	1	1	1	3	4	2	1	2	3	4	1	4	2	2	1	5
393	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	91	14.71	4	3	2	2	3	1	1	3	2	1	5	3	1	1	1	5	1	1	3	3	2	2	5
394	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	93	16.5	4	3	3	3	2	4	1	2	3	2	5	4	2	4	1	4	2	1	3	2	2	1	4
395	—Ì«÷Ì	¬„«—	„—œ	91	12.5	3	3	3	1	1	4	1	1	3	3	3	1	1	1	3	1	1	1	1	1	3	4	1
396	—Ì«÷Ì	¬„«—	“‰	95	14.35	3	2	2	3	3	1	4	1	1	2	5	2	2	1	1	2	4	2	3	1	2	1	4
397	—Ì«÷Ì	—Ì«÷Ì	„—œ	91	13.5	1	1	3	2	2	1	3	1	4	5	4	4	4	3	3	2	3	3	1	1	2	3	1
398	—Ì«÷Ì	—Ì«÷Ì	“‰	92	13.2	2	3	4	4	2	1	3	5	5	4	4	3	2	2		4	3	2	2	2	2	2	7
399	—Ì«÷Ì					5	5	5	4	5	4	3	3	3	1	5	2	2	3	5	4	4	5	4	3	4	5	7
400	—Ì«÷Ì	ò«„ÅÌÊ —	„—œ	95		2	2	4	2		3	2	2	3	1	3	3	4	2	1	1	3	4	4	3	2	4	
401	—Ì«÷Ì	¬„«—				1	2	2	1		5	4	2	4	4	3	1	1	1	1	1	2	1	1	2	3	3	1
402	—Ì«÷Ì	—Ì«÷Ì	„—œ	92		2	3	2	2	1	2	3	2		4	3	4	4	3	4	4	4	3	3	2	3	4	6
403	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	18.17	4	2	4	3	2	3	2	2	2	4	2	2	2	2	4	4	4	2	4	2	2	2	8
404	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	18.63	1	1	3	3	2	4	3	4	5	5	5	2	3	5	4	3	4	4	4	3	2	4	8
405	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	16.3	1	2	3	3	3	4	3	4	4	5	5	1	2	2	2	2	2	2	2	4	3	3	6
406	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	16.3	2	3	4	4	3	3	3	4	4	4	5	3	4	4	4	5	3	4	4	4	3	1	7
407	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	92	18.69	4	2	3	4	3	3	4	4	4	5	4	2	1	2	4	3	3	4	3	4	2	1	7
408	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	92	17	2	4	4	3	4	3	2	1	4	5	4	2	2	3	3	2	3	4	4	4	2	3	7
409	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	18.28	4	4	4	3	4	4	1	2	5	2	4	2	2	3	1	1	1	4	2	4	4	5	8
410	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	17	2	3	5	4	4	4	4	1	5	2	4	2	2	3	1	1	1	4	2	4	4	5	9
411	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	16.48	3	4	5	5	4	5	1	4	5	5	3	4	5	4	2	5	4	1	4	5	4	5	7
412	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	18.08	4	2	4	4	2	2	3	5	5	5	4	4	4	4	2	1	1	1	3	4	4	4	8
413	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	19	4	2	3	1	1	5	2	3	3	4	4	1	3	5	3	3	3	3	3	1	3	4	5
414	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94		3	3	3	3	2	2	1	2	2	2	2	3	1	1	1	2	3	4	3	3	2	3	5
415	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.5	2	4	5	4	5	2	3	4	4	2	4	2	4	4	2	2	4	4	4	4	2	2	8
416	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.44	1	3	5	4	4	1	3	4	3	4	5	1	4	4	1	1	3	2	3	4	4	2	8
417	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	14.57	4	4	4	4	4	1	3	4	4	2	2	2	4	4	1	2	4	3	4	4	2	2	8
418	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	18	3	4	4	4	4	2	3	4	4	4	4	2	2	2	1	3	3	4	3	3	2	2	6
419	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	18.3	4	3	4	4	3	4	2	2	4	4	4	3	3	4	1	1	3	1	4	3	3	3	7
420	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94		1	2	4	2	2	2	1	4	4	4	4	2	1	4	1	2	4	1	4	2	1	4	6
421	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	18.56	2	1	4	4	4	2	3	2	5	5	5	4	3	4	1	4	1	1	3	4	2	2	8
422	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	17.5	2	1	4	4	4	2	4	5	5	5	5	4	4	2	2	1	1	1	4	4	1	1	7
423	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	16.5	2	1	5	4	5	3	2	4	4	4	5	1	2	3	4	5	3	3	4	4	2	1	7
424	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	16.98	4	1	5	3	3	5	4	5	5	5	1	3	4	4	5	5	4	5	3	3	3	1	6
425	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	17.5	2	2	4	3	3	2	4	1	3	4	4	1	4	4	2	2	3	3	3	4	1	2	6
426	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	17	2	2	3	4	3	3	4	2	3	4	4	1	2	3	1	3	4	2	2	2	2	3	6
427	—Ê«‰‘‰«”Ì	„œÌ—Ì  ¬„Ê“‘Ì	“‰	92	18.82	2	4	3	1	2	5	2	1	4	2	5	1	3	2	1	2	4	4	3	4	2	3	6
428	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	17.2	1	2	4	5	4	2	2	4	5	5	5	1	3	5	1	5	5	4	4	3	3	1	7
429	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	17.78	4	2	4	4	4	2	2	2	2	4	4	2	2	4	2	2	2	2	2	4	4	2	8
430	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	16.58	2	4	4	5	2	2	4	4	5	4	5	1	4	4	2	5	4	4	4	5	2	2	8
431	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	92	18.42	2	3	4	4	4	5	5	4	4	5	5	4	4	5	3	3	3	3	2	3	4	3	8
432	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94		2	4	5	4	4	4	5	4	5	5	5	4	4	4	2	4	4	3	4	4	4	4	8
433	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	18	2	3	4	4	3	2	2	4	4	4	4	1	3	3	1	2	4	3	3	4	2	2	5
434	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	93	18.06	2	2	2	2	4	2	2	4	4	4	4	2	4	4	2	1	2	2	4	4	4	2	7
435	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	93	16.9	2	2	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	1	7
436	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	91	16	2	3	4	4	3	2	5	5	4	4	5	3	2	4	5	3	3	4	3	3	4	3	6
437	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	17.82	2	3	4	4	4	2	3	2	3	4	5	1	2	3	1	3	3	1	4	4	2	2	7
438	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì		95	17.81	3	2	4	3	1	2	3	1	4	4	4	1	3	4	1	1	1	3	3	2	3	1	3
439	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95		4	4	4	3	4	3	2	3	4	4	4	3	3	4	4	3	3	3	4	4	3	3	8
440	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.84	4	4	4	4	4	3	2	1	3	4	4	1	4	3	1	2	1	1	3	1	3	2	5
441	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.47	2	3	2	2	4	2	2	1	2	4	4	1	2	3	1	2	3	4	5	2	2	1	4
442	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	16	2	2	4	4	4	3	2	4	3	4	4	3	3	4	1	2	3	3	3	4	2	3	9
443	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	16	4	4	4	4	4	4	2	4	5	5	5	4	5	4	4	5	1	4	4	4	4	4	7
444	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	93	16	2	1	4	3	4	1	4	3	2	2	4	1	2	2	1	4	4	4	4	4	3	1	6
445	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	18.92	4	4	4	4	3	2	3	4	4	4	4	4	3	4	1	3	4	2	4	3	3	3	7
446	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	16	1	3	1	1	4	5	1	3	3	3	3	1	1	4	1	4	3	1	1	3	3	3	6
447	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	16.5	5	5	4	5	5	3	4	2	4	4	3	2	4	5	2	2	3	2	4	4	3	4	8
448	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	18.37	2	1	3	2	1	1	1	1	3	3	3	1	2	2	1	1	3	1	2	2	3	2	6
449	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	18.02	4	2	4	2	2	4	1	4	5	4	5	1	2	3	3	5	4	2	4	3	2	1	8
450	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	17.6	3	3	4	3	3	1	2	3	4	4	5	1	3	5	2	3	3	4	5	3	4	1	6
451	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95		2	4	4	3	4	2	4	2	4	4	5	1	3	3	1	3	1	2	4	4	2	1	7
452	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	17.07	3	3	4	2	4	4	4	2	4	5	4	3	2	4	1	4	3	3	3	5	4	1	7
453	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	18.9	2	1	4	1	2	2	1	1	4	5	4	4	4	4	2	2	1	1	2	2	2	2	4
454	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	93	18.12	3	2	4	2	3	1	2	2	3	3	4	3	2	3	2	4	3	3	4	2	3	3	4
455	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	17.5	2	2	4	2	2	4	1	2	4	4	4	1	2	3	1	3	3	2	4	3	2	3	4
456	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	93	19.27	1	4	4	4	1	1	1	2	4	4	5	2	2	5	1	4	3	4	4	1	3	3	5
457	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	94		4	4	4	3	4	5	2	1	3	4	5	2	4	4	4	5	4	3	4	4	3	1	8
458	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.33	2	2	2	2	1	3	4	2	1	1	2	3	4	4	3	3	1	1	1	2	3	5	7
459	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	94		3	4	4	3	4	4	3	1	3	4	4	3	4	4	4	4	4	3	4	4	4	3	7
460	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94		2	2	4	4	4	4	2	2	4	4	5	5	4	4	2	4	3	1	3	3	3	4	8
461	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	„—œ	95	17.5	1	3	4	4	4	4	2	1	4	4	4	2	3	4	4	2	2	1	4	2	4	2	6
462	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	92	17.5	2	4	5	4	3	2	1	4	4	4	5	1	2	2	1	2	3	3	2	2	4	5	7
463	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.8	1	4	4	4	4	4	2	3	4	4	4	2	3	3	3	4	4	3	3	3	2	1	7
464	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	19.55	2	4	5	5	4	5	3	4	5	5	5	4	4	4	4	4	5	4	5	3	5	3	10
465	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	17.8	1	1	4	2	2	4	4	4	4	4	5	3	3	4	1	4	2	1	4	3	4	4	8
466	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	17.8	2	2	3	4	4	4	3	3	2	5	5	3	3	1	4	3	5	5	5	3	4	4	8
467	—Ê«‰‘‰«”Ì	„‘«Ê—Â	“‰	94	18.2	2	2	4	4	2	4	4	4	4	4	5	4	2	4	2	4	5	4	4	4	4	4	9
468	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	95	18	4	4	3	4	2	3	4	3	4	4	4	1	1	3	2	2	2	2	3	3	3	2	8
469	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	17.7	2	3	5	2	2	1	1	2	1	4	3	1	1	2	1	1	2	1	2	4	3	1	8
470	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	18	3	2	4	3	4	1	1	1	3	3	5	3	3	3	3	2	2	2	2	5	1	1	6
471	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	94	18	5	3	4	1	2	3	1	1	1	3	4	1	2	1	1	1	1	1	1	3	2	1	5
472	—Ê«‰‘‰«”Ì	»«·Ì‰Ì	“‰	93	18.4	2	1		3	2	1	1	3	4	4	3	1	2	4	1	4	1	2	3	2	2	1	5
473	—Ê«‰‘‰«”Ì	—Ê«‰‘‰«”Ì	“‰	94	16	2	1	3	3	2	3	3	3	4	4	1	4	3	1	3	3	4	4	4		3	1	5
474	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95		2	3	4	3	4	3	3	2	2	1	4	3	3	2	3	3	3	2	3	3	3	3	6
475	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	94	15	5	4	3	4	4	5	4	3	3	4	4	1	2	3	3	4	4	5	3	4	3	1	8
476	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	94	15	5	3	4	4	4	5	3	3	3	2	5	1	4	4	2	1	3	4	3	3	3	1	7
477	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95	16.54	4	4	4	3	4	4	1	3	2	1	1	2	3	2	1	1	1	1	1	4	4	1	8
478	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94	16	1	1	4	2	4	5	5	4	4	3	5	3	4	5	2	2	4	4	4	4	4	4	7
479	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95	16	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	10
480	 —»Ì  »œ‰Ì		“‰	94		2	3	5	2	2	5	4	2	4	4	4	1	1	2	3	1	3	1	3	3	4	1	4
481	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94		1	1	1	1	3	2	1	1	4	1	4	1	1	4	4	1	4	4	4	3	1	1	6
482	 —»Ì  »œ‰Ì	—› «— Õ—ò Ì	“‰	95	17.5	2	4	4	4	3	4	4	3	3	3	4	1	3	3	3	2	3	4	3	4	4	5	6
483	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94	16	1	1	5	1	4	5	1	1	3	3	3	1	1	1	2	1	3	1	3	4	1	1	3
484	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94	18	4	4	5	4	4	4	3	3	4	4	5	5	4	4	3	3	5	4	4	4	4	5	10
485	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94		2	1	5	3	4	5	2	4	3	3	5	3	2	4	4	1	3	2	4	3	5	4	7
486	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	94	16.2	1	1	2	1	4	4	1	1	3	3	3	2	4	3	1	1	1	1	3	3	2	1	1
487	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	93	17.83	2	2	4	4	4	4	3	2	4	4	4	2	3	1	1	2	4	1	3	3	3	2	6
488	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94	18.64	5	5	4	4	3	5	3	2	4	4	3	2	2	3	3	2	4	2	3	4	3	1	8
489	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94		4	4	3	3	3	4	2	2	4	4	4	3	4	2	2	1	2	1	4	3	2	3	6
490	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	94	18.2	1	3	4	4	4	5	5	3	4	4	4	2	2	3	1	1	2	3	4	4	3	1	7
491	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	95	17.36	2	1	2	1	4	5	5	1	4	5	4	1	3	4	3	2	5	5	3	5	3	4	7
492	 —»Ì  »œ‰Ì		“‰	95		2	3	4	3	4	5	1	2	4	3	2	1	2	3	3	3	2	2	3	4	4	1	6
493	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	95		5	4	2	2	3	4	1	1	5	5	5	1	2	3	1	3	5	5	5	4	3	1	8
494	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95		2	3	4	2	4	4	4	1	4	4	5	2	4	4	1	3	4	2	3	4	3	1	3
495	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95		2	4	4	2	1	1	1	1	4	1	1	1	2	1	1	1	1	1	2	4	4	1	7
496	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	“‰	95		1	1	5	1	2	2	2	1	4	4	4	5	5	3	5	2	1	1	4	4	2	5	5
497	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	95		3	2	2	3	4	4	4	1	3	3	4	2	3	2	2	2	2	3	4	5	4	4	6
498	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	95	18	5	2	2	2	3	4	2	1	5	5	2	3	4	1	1	2	3	1	3	3	2	2	7
499	 —»Ì  »œ‰Ì	 —»Ì  »œ‰Ì	„—œ	95	18	3	4	5	3	3	5	4	4	3	4	3	2	4	4	1	3	3	4	3	4	4	5	7
